Forma Juridica,CP,Polígono Industrial,Grupo de actividad,Subgrupo de actividad,Área de actividad
,28806,Camporroso,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
Sociedad Limitada,28806,Camporroso,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Camporroso,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Camporroso,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
Sociedad Limitada,28806,Camporroso,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades administrativas y servicios auxiliares,Servicios
,28806,Camporroso,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,Camporroso,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
Autónomo,28806,Camporroso,IPF: Productos con destino al mercado final,Industria de la madera y el corcho. excepto muebles. cestería y espartería,Industria
,28806,Camporroso,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades administrativas y servicios auxiliares,Servicios
,28806,Camporroso,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,Camporroso,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Azque,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Información y comunicaciones,Servicios
,28806,El Descubrimiento,SC: Servicios al consumidor final,Actividades profesionales. científicas y técnicas,Servicios
,28806,El Descubrimiento,IPF: Productos con destino al mercado final,Artes gráficas,Industria
,28806,El Descubrimiento,SC: Servicios al consumidor final,Hostelería,Servicios
,28806,Carretera de Daganzo,IAUX: Pieza o producto que se incorpora a un conjunto (Ind. Auxiliar),Industria textil,Industria
,28806,El Descubrimiento,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,Camporroso,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28806,Camporroso,IPF: Productos con destino al mercado final,Industria de la madera y el corcho. excepto muebles. cestería y espartería,Industria
,28806,Casarrubios,SC: Otros servicios al consumidor final,Servicios musicales,Servicios
,28806,Azque,IPF: Productos con destino al mercado final,Industria del papel,Industria
,28806,Camporroso,CON: Construcción,Construcción,Construcción
,28806,El Descubrimiento,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,El Descubrimiento,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,El Descubrimiento,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,Camporroso,UTI: Utillaje: moldes. matricería,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28806,Camporroso,SC: Servicios al consumidor final,Actividades de alquiler,Servicios
Autónomo,28806,El Descubrimiento,CON: Construcción,Construcción,Construcción
,28806,Camporroso,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,El Descubrimiento,IPF: Productos con destino al mercado final,Industria del papel,Industria
Sociedad Limitada,28806,El Descubrimiento,IPF: Productos con destino al mercado final,Fabricación de muebles,Industria
,28806,El Descubrimiento,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
Sociedad Anónima,28806,El Descubrimiento,IPF: Productos con destino al mercado final,Industria del papel,Industria
,28806,Azque,IPF: Productos con destino al mercado final,Industria del papel,Industria
Sociedad Limitada,28806,El Descubrimiento,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,Camporroso,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28806,El Nilo,SC: Servicios al consumidor final,Actividades inmobiliarias,Servicios
Sociedad Limitada,28806,Bañuelos,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,Bañuelos,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
Sociedad Limitada,28806,Bañuelos,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Bañuelos,CON: Construcción,Construcción,Construcción
Sociedad Anónima,28806,Bañuelos,IPF: Productos con destino al mercado final,Otras industrias manufactureras,Industria
Sociedad Limitada,28806,Bañuelos,IPF: Productos con destino al mercado final,Otras industrias manufactureras,Industria
,28806,La Peña,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,La Peña,IPF: Productos con destino al mercado final,Industria del papel,Industria
,28806,La Peña,SC: Servicios al consumidor final,Actividades inmobiliarias,Servicios
,28806,Álvarez,CON: Construcción,Actividades de construcción especializada,Construcción
,28806,Casarrubios,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28806,Los Dólmenes,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades profesionales. científicas y técnicas,Servicios
,28806,Casarrubios,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Álvarez,SC: Servicios al consumidor final,Hostelería,Servicios
,28806,Casarrubios,CON: Construcción,Actividades de construcción especializada,Construcción
,28806,Arrendataria,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28806,La Peña,IPF: Productos con destino al mercado final,Artes gráficas,Industria
,28806,La Peña,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Los Salobrales,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Casarrubios,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,Bañuelos,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades profesionales. científicas y técnicas,Servicios
Sociedad Limitada,28806,Casarrubios,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades profesionales. científicas y técnicas,Servicios
,28806,Casarrubios,CON: Construcción,Actividades de construcción especializada,Construcción
,28806,Casarrubios,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,Casarrubios,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Arrendataria,IAUX: Pieza o producto que se incorpora a un conjunto (Ind. Auxiliar),Industria textil,Industria
Sociedad Limitada,28806,Arrendataria,IPF: Productos con destino al mercado final,Fabricación de muebles,Industria
Sociedad Anónima,28806,Inbisa II,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades profesionales. científicas y técnicas,Servicios
Sociedad Limitada,28806,Inbisa II,SC: Servicios al consumidor final,Actividades inmobiliarias,Servicios
,28806,Inbisa II,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades administrativas y servicios auxiliares,Servicios
Sociedad Limitada,28806,Inbisa II,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Los Salobrales,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
Sociedad Anónima,28806,Inbisa II,IPF: Productos con destino al mercado final,Fabricación de otros productos minerales no metálicos,Industria
,28806,Inbisa II,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,Los Salobrales,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Carretera de Daganzo,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,Arrendataria,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Pesados,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28806,Mapfre,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Arrendataria,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades profesionales. científicas y técnicas,Servicios
,28806,Mapfre,SC: Servicios al consumidor final,Actividades artísticas. recreativas y de entretenimiento,Servicios
Sociedad Limitada,28806,Mapfre,IPF: Productos con destino al mercado final,Fabricación de productos farmacéuticos,Industria
,28806,Inbisa II,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,Inbisa II,IPF: Productos con destino al mercado final,Fabricación de productos de caucho y plástico,Industria
,28806,Mapfre,CON: Construcción,Construcción,Construcción
Sociedad Limitada,28806,Mapfre,CON: Construcción,Construcción,Construcción
,28806,Inbisa II,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
Sociedad Limitada,28806,Inbisa II,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,Inbisa II,SC: Servicios al consumidor final,Reparación de ordenadores. efectos personales y artículos de uso doméstico,Servicios
,28806,Inbisa II,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,Inbisa II,CON: Construcción,Actividades de construcción especializada,Construcción
,28806,Inbisa II,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Inbisa II,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28806,Inbisa II,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28806,Inbisa II,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Inbisa II,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,Inbisa II,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28806,Inbisa II,CON: Construcción,Actividades de construcción especializada,Construcción
,28806,Inbisa II,CON: Construcción,Actividades de construcción especializada,Construcción
,28806,Inbisa II,IPF: Productos con destino al mercado final,Industria del papel,Industria
,28805,Europa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Europa,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28805,Cuadernillos,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Inbisa II,IPF: Productos con destino al mercado final,Industria textil,Industria
,28806,Mapfre,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
